id,name,category,phone,removal_reason,lat,lng,map_link
biz_atlas_1789784582337_c7bxt,حدائق الاهرام - Two-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9911995,31.1286697,"https://www.google.com/maps?q=29.9911995,31.1286697"
biz_atlas_1789784581336_offs0,Apartment in Hadayek El Ahram - Two-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9911804,31.1285401,"https://www.google.com/maps?q=29.9911804,31.1285401"
biz_atlas_1789784580896_6401h,184 T,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9911705,31.128542,"https://www.google.com/maps?q=29.9911705,31.128542"
biz_atlas_1789784580703_49c1r,Rental Room in Apartment in Giza only Female - Double Room,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9911708,31.1285305,"https://www.google.com/maps?q=29.9911708,31.1285305"
biz_atlas_1789784578785_84v6z,شقه المتحف - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9909096,31.1153603,"https://www.google.com/maps?q=29.9909096,31.1153603"
biz_atlas_1789784578450_k162o,شقه المتحف,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9909076,31.1153622,"https://www.google.com/maps?q=29.9909076,31.1153622"
biz_atlas_1789784570350_sz59l,٢٤ ط,مطاعم ومأكولات ومخابز,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9898807,31.130581,"https://www.google.com/maps?q=29.9898807,31.130581"
biz_atlas_1789779606786_at6zk,مساكن الاستثماري٢٠١,نشاط تجاري وخدمي,011 19124502,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9857463,31.1189343,"https://www.google.com/maps?q=29.9857463,31.1189343"
biz_atlas_1789777494522_wge6y,شقق فرساي الفندقيه - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9716301,31.1137504,"https://www.google.com/maps?q=29.9716301,31.1137504"
biz_atlas_1789777494431_19w49,قريه ماليبو 1/7B - One-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9716301,31.1137504,"https://www.google.com/maps?q=29.9716301,31.1137504"
biz_atlas_1789777460291_7ngmy,Great Pyramids View 3BR Luxury Apartment & Balcony,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9719257,31.1084385,"https://www.google.com/maps?q=29.9719257,31.1084385"
biz_atlas_1789777459834_ok7ds,سكني - One-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9717598,31.1085396,"https://www.google.com/maps?q=29.9717598,31.1085396"
biz_atlas_1789777426121_yloxu,private rooftop with hot jacuzzi and pyramids view - One-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9730091,31.1088505,"https://www.google.com/maps?q=29.9730091,31.1088505"
biz_atlas_1789777425842_heka5,شقة فندقية اطلالة مباشرة علي الاهرامات - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9729004,31.1089306,"https://www.google.com/maps?q=29.9729004,31.1089306"
biz_atlas_1789777425709_e5497,Pyramids view - Free Wi Fi - Studio Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9729099,31.1089306,"https://www.google.com/maps?q=29.9729099,31.1089306"
biz_atlas_1789777370622_sp0nn,Spacious 2-bedroom apartment with Rooftop between GEM and Giza Pyramids,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9813423,31.1054211,"https://www.google.com/maps?q=29.9813423,31.1054211"
biz_atlas_1789777368783_izbbx,شقق فرساي الفندقيه - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9716301,31.1137504,"https://www.google.com/maps?q=29.9716301,31.1137504"
biz_atlas_1789777368689_5mcp4,قريه ماليبو 1/7B - One-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9716301,31.1137504,"https://www.google.com/maps?q=29.9716301,31.1137504"
biz_atlas_1789777368438_dd2e9,Modern apartment near the pyramids - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.976139,31.1107597,"https://www.google.com/maps?q=29.976139,31.1107597"
biz_atlas_1789777368231_kuqcv,شقة فيو الاهرامات pyramids view,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9765091,31.1122112,"https://www.google.com/maps?q=29.9765091,31.1122112"
biz_atlas_1789777366018_dg9q0,١٦٤د,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9745441,31.1061171,"https://www.google.com/maps?q=29.9745441,31.1061171"
biz_atlas_1789777276340_bxal1,مساكن النقابات الرمايه,نشاط تجاري وخدمي,012 10488883,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9829945,31.1129443,"https://www.google.com/maps?q=29.9829945,31.1129443"
biz_atlas_1789777274450_4kxz7,Spacious 2-bedroom apartment with Rooftop between GEM and Giza Pyramids,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9813423,31.1054211,"https://www.google.com/maps?q=29.9813423,31.1054211"
biz_atlas_1789777272521_1j5jz,شقق فرساي الفندقيه - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9716301,31.1137504,"https://www.google.com/maps?q=29.9716301,31.1137504"
biz_atlas_1789777272429_64yig,قريه ماليبو 1/7B - One-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9716301,31.1137504,"https://www.google.com/maps?q=29.9716301,31.1137504"
biz_atlas_1789777271923_sr9hd,Modern apartment near the pyramids - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.976139,31.1107597,"https://www.google.com/maps?q=29.976139,31.1107597"
biz_atlas_1789777271751_n14bt,شقة فيو الاهرامات pyramids view,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9765091,31.1122112,"https://www.google.com/maps?q=29.9765091,31.1122112"
biz_atlas_1789777234446_9idle,مدينة الرماية بجوار المتحف المصري - Two-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9837494,31.1179504,"https://www.google.com/maps?q=29.9837494,31.1179504"
biz_atlas_1789777202326_ancet,عماره ١٨٤ استثماري مساكن الضباط,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9856065,31.1212074,"https://www.google.com/maps?q=29.9856065,31.1212074"
biz_atlas_1789777200259_2zqgb,عماره 118,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9869762,31.1128548,"https://www.google.com/maps?q=29.9869762,31.1128548"
biz_atlas_1789777200153_jw2m2,محطة مساكن شباب الرماية,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9842176,31.1114328,"https://www.google.com/maps?q=29.9842176,31.1114328"
biz_atlas_1789777159678_asuee,First Row to Pyramids - One-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9845504,31.1226196,"https://www.google.com/maps?q=29.9845504,31.1226196"
biz_atlas_1789777159575_y1sni,عماره ١٨٤ استثماري مساكن الضباط,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9856065,31.1212074,"https://www.google.com/maps?q=29.9856065,31.1212074"
biz_atlas_1789777158816_otr9j,Retro Chic Pyramids View Museum Walking Distance - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9876995,31.1252193,"https://www.google.com/maps?q=29.9876995,31.1252193"
biz_atlas_1789777157348_00920,مساكن الضباط عماره 190 استثماري,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9874584,31.1162632,"https://www.google.com/maps?q=29.9874584,31.1162632"
biz_atlas_1789777155798_owvf7,Al Qasas Tower - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9792995,31.1273498,"https://www.google.com/maps?q=29.9792995,31.1273498"
biz_atlas_1789777119019_b6zij,شقه فندقيه فاخره بمساكن الرمايه - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9896508,31.1272201,"https://www.google.com/maps?q=29.9896508,31.1272201"
biz_atlas_1789777118884_4ashn,Retro Chic Pyramids View Museum Walking Distance - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9876995,31.1252193,"https://www.google.com/maps?q=29.9876995,31.1252193"
biz_atlas_1789777117774_bce9a,Pyramid IX Direct Great Pyramid GEM View Superhost - One-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9890003,31.1177597,"https://www.google.com/maps?q=29.9890003,31.1177597"
biz_atlas_1789777117284_7z8jo,شقه مفروشه مجهزة,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9888344,31.1182346,"https://www.google.com/maps?q=29.9888344,31.1182346"
biz_atlas_1789777115883_e8v0h,Al Qasas Tower - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9792995,31.1273498,"https://www.google.com/maps?q=29.9792995,31.1273498"
biz_atlas_1789777077677_g1c1a,شقه فندقيه فاخره بمساكن الرمايه - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9896508,31.1272201,"https://www.google.com/maps?q=29.9896508,31.1272201"
biz_atlas_1789777077548_or7pt,Retro Chic Pyramids View Museum Walking Distance - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9876995,31.1252193,"https://www.google.com/maps?q=29.9876995,31.1252193"
biz_atlas_1789777076376_m3enm,Pyramid IX Direct Great Pyramid GEM View Superhost - One-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9890003,31.1177597,"https://www.google.com/maps?q=29.9890003,31.1177597"
biz_atlas_1789777075912_n00qr,شقه مفروشه مجهزة,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9888344,31.1182346,"https://www.google.com/maps?q=29.9888344,31.1182346"
biz_atlas_1789777074626_yca0x,Al Qasas Tower - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9792995,31.1273498,"https://www.google.com/maps?q=29.9792995,31.1273498"
biz_atlas_1789777032706_vj9zo,شقه فندقيه فاخره بمساكن الرمايه - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9896508,31.1272201,"https://www.google.com/maps?q=29.9896508,31.1272201"
biz_atlas_1789777032545_9tspv,Retro Chic Pyramids View Museum Walking Distance - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9876995,31.1252193,"https://www.google.com/maps?q=29.9876995,31.1252193"
biz_atlas_1789777030769_7nzk6,Pyramid IX Direct Great Pyramid GEM View Superhost - One-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9890003,31.1177597,"https://www.google.com/maps?q=29.9890003,31.1177597"
biz_atlas_1789777029412_5k2cv,شقه مفروشه مجهزة,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9888344,31.1182346,"https://www.google.com/maps?q=29.9888344,31.1182346"
biz_atlas_1789777027530_8pcvz,Al Qasas Tower - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9792995,31.1273498,"https://www.google.com/maps?q=29.9792995,31.1273498"
biz_atlas_1789776056176_ywr19,محطة مساكن شباب الرماية,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9842176,31.1114328,"https://www.google.com/maps?q=29.9842176,31.1114328"
biz_atlas_1789775967700_y79b4,Al Qasas Tower - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9792995,31.1273498,"https://www.google.com/maps?q=29.9792995,31.1273498"
biz_atlas_1789775937128_g78k5,Al Qasas Tower - Three-Bedroom Apartment,نشاط تجاري وخدمي,01000000000,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9792995,31.1273498,"https://www.google.com/maps?q=29.9792995,31.1273498"
biz_gplaces_1789206220183_gongq,كهربائي حدائق الاهرام تشطيبات وديكورات كهرباء تاسيس كهرباء شقق وفلل وشركات تركيب صيانة كهرباء تركيب خطوط فايبر تركيب نجف,دهانات وديكورات وورق حائط,010 64242285,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9644038,31.0975917,"https://www.google.com/maps?q=29.9644038,31.0975917"
biz_gplaces_1789206113968_xhx07,Villa Baboushka - فيلا بابوشكا,محل ملابس حريمي وعبايات,010 08801801,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,30.0263,31.01206,"https://www.google.com/maps?q=30.0263,31.01206"
biz_gplaces_1789196399453_zltlj,كمبوند حي المنتزه,مكتب مقاولات وتشطيبات وبناء,010 53668025,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.9089163,31.0581806,"https://www.google.com/maps?q=29.9089163,31.0581806"
biz_gplaces_1789090099947_aav8s,مكتب عقارات المعادى,مكتب عقارات وتسويق عقاري,010 95532822,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,29.968395,31.2668589,"https://www.google.com/maps?q=29.968395,31.2668589"
biz_gplaces_1789056376067_5d5yx,الليجريا كومباوند,نشاط تجاري / خدمي آخر,010 66855502,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,30.0679323,30.9535605,"https://www.google.com/maps?q=30.0679323,30.9535605"
lead_1788921336932,كشري التحرير‭,مطعم / مأكولات ومشويات,0219719,عمارة أو شقة أو مرفق سكني أضيف بالخطأ,30.035847,31.204922,"https://www.google.com/maps?q=30.035847,31.204922"
biz_atlas_1789797323184_tbv4d,سميرة,نشاط تجاري وخدمي,01000000000,سجل تالف أو وهمي (اسم شخص مجرد وليس منشأة تجارية),29.9845541,31.0946385,"https://www.google.com/maps?q=29.9845541,31.0946385"
biz_atlas_1789777234063_j6h25,152,نشاط تجاري وخدمي,01000000000,سجل تالف أو وهمي (رمز أو نقطة فارغة),29.9839366,31.1164905,"https://www.google.com/maps?q=29.9839366,31.1164905"
biz_atlas_1789777228976_ovhh1,.,صالونات ومراكز تجميل وعناية,01000000000,سجل تالف أو وهمي (رمز أو نقطة فارغة),29.9776039,31.1088759,"https://www.google.com/maps?q=29.9776039,31.1088759"
biz_atlas_1789777118377_8m4zt,.,نشاط تجاري وخدمي,01000000000,سجل تالف أو وهمي (رمز أو نقطة فارغة),29.9913806,31.1278143,"https://www.google.com/maps?q=29.9913806,31.1278143"
biz_atlas_1789777076943_wovxo,.,نشاط تجاري وخدمي,01000000000,سجل تالف أو وهمي (رمز أو نقطة فارغة),29.9913806,31.1278143,"https://www.google.com/maps?q=29.9913806,31.1278143"
biz_atlas_1789777031819_448dm,.,نشاط تجاري وخدمي,01000000000,سجل تالف أو وهمي (رمز أو نقطة فارغة),29.9913806,31.1278143,"https://www.google.com/maps?q=29.9913806,31.1278143"
biz_atlas_1789775968608_qoi5w,.,نشاط تجاري وخدمي,01000000000,سجل تالف أو وهمي (رمز أو نقطة فارغة),29.9913806,31.1278143,"https://www.google.com/maps?q=29.9913806,31.1278143"
biz_atlas_1789775939446_8o4fi,.,نشاط تجاري وخدمي,01000000000,سجل تالف أو وهمي (رمز أو نقطة فارغة),29.9913806,31.1278143,"https://www.google.com/maps?q=29.9913806,31.1278143"
biz_gplaces_1789532384470_x41le,ب,نشاط تجاري / خدمي آخر,011 11999841,سجل تالف أو وهمي (رمز أو نقطة فارغة),29.9887585,31.1331041,"https://www.google.com/maps?q=29.9887585,31.1331041"
biz_gplaces_1789532716940_81k2s,موان المهندس للحدايد والبويات والسباكه والكهرباء,سبا وجاكوزي وحمام مغربي,010 28407712,تصنيف مشوه ومضلل (محل سباكة ومواد بناء صُنّف خطأ كـ 'سبا وجاكوزي وحمام مغربي' بسبب كلمة (سباكة)),30.0487112,30.9552761,"https://www.google.com/maps?q=30.0487112,30.9552761"
biz_gplaces_1789532716810_agdrr,موان الدقي,مطعم / مأكولات ومشويات,011 51125559,تصنيف مشوه ومضلل (نشاط صناعي أو مواد بناء صُنّف خطأ كـ 'مطعم ومأكولات'),30.057977,31.2095665,"https://www.google.com/maps?q=30.057977,31.2095665"
biz_gplaces_1789532716531_z23fi,موان الحسانين,سبا وجاكوزي وحمام مغربي,010 64847977,تصنيف مشوه ومضلل (محل سباكة ومواد بناء صُنّف خطأ كـ 'سبا وجاكوزي وحمام مغربي' بسبب كلمة (سباكة)),29.968868,31.0951753,"https://www.google.com/maps?q=29.968868,31.0951753"
biz_gplaces_1789532715982_7x77v,موان الشعراوي,سبا وجاكوزي وحمام مغربي,011 13131416,تصنيف مشوه ومضلل (محل سباكة ومواد بناء صُنّف خطأ كـ 'سبا وجاكوزي وحمام مغربي' بسبب كلمة (سباكة)),29.9599503,31.0911483,"https://www.google.com/maps?q=29.9599503,31.0911483"
biz_gplaces_1789531592903_pg7uv,الرزق للادوات الصحيه سباكين الطوارئ,سبا وجاكوزي وحمام مغربي,011 17467379,تصنيف مشوه ومضلل (محل سباكة ومواد بناء صُنّف خطأ كـ 'سبا وجاكوزي وحمام مغربي' بسبب كلمة (سباكة)),30.0796587,31.234343,"https://www.google.com/maps?q=30.0796587,31.234343"
biz_gplaces_1789531590315_jwii1,معرض المدينه لادوات الصحية حدائق الاهرام علاء السباك،سباك صحي تأسيس وتشطيب السباكه الحديثة,سبا وجاكوزي وحمام مغربي,010 22864266,تصنيف مشوه ومضلل (محل سباكة ومواد بناء صُنّف خطأ كـ 'سبا وجاكوزي وحمام مغربي' بسبب كلمة (سباكة)),29.9685932,31.0963424,"https://www.google.com/maps?q=29.9685932,31.0963424"
biz_1788721991952,الإخلاص لتوزيع وتجارة الأدوات الصحية,سبا وجاكوزي وحمام مغربي,01101976666,تصنيف مشوه ومضلل (محل سباكة ومواد بناء صُنّف خطأ كـ 'سبا وجاكوزي وحمام مغربي' بسبب كلمة (سباكة)),29.953031,31.097129,"https://www.google.com/maps?q=29.953031,31.097129"
biz_atlas_1789797324620_w2a0g,فريده ابو كوهيه,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9855103,31.1039922,"https://www.google.com/maps?q=29.9855103,31.1039922"
biz_atlas_1789797316922_byca3,Giza PYRAMIDS with camel ride,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9824695,31.0961609,"https://www.google.com/maps?q=29.9824695,31.0961609"
biz_atlas_1789797314674_h0i4t,Yassir fuad,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9863928,31.1041282,"https://www.google.com/maps?q=29.9863928,31.1041282"
biz_atlas_1789797310013_bznru,96 zein,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9808094,31.0963572,"https://www.google.com/maps?q=29.9808094,31.0963572"
biz_atlas_1789797309044_18qh8,Mostafa mohamed saied,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.982908,31.0948352,"https://www.google.com/maps?q=29.982908,31.0948352"
biz_atlas_1789797307990_kvyqe,مركز الكابتن ايمن على,أندية وجيم وصالات رياضية,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9884075,31.101907,"https://www.google.com/maps?q=29.9884075,31.101907"
biz_atlas_1789797305763_4w2gm,كابتن عمرو عاطف swim fit academy حدائق الاهرام,نشاط تجاري وخدمي,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9830976,31.0957919,"https://www.google.com/maps?q=29.9830976,31.0957919"
biz_atlas_1789797290559_mll8g,MORI BARBER,مطاعم ومأكولات ومخابز,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9802775,31.0984315,"https://www.google.com/maps?q=29.9802775,31.0984315"
biz_atlas_1789797286569_a52ce,Sasa barber shop,كافيهات ومقاهي ومشروبات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9811759,31.0971424,"https://www.google.com/maps?q=29.9811759,31.0971424"
biz_atlas_1789797281655_eszpz,Dr. Mahmoud El.bendary,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.9855742,31.0939513,"https://www.google.com/maps?q=29.9855742,31.0939513"
biz_atlas_1789797273084_g41mw,صيدليه افق,عيادات ومراكز طبية وصيدليات,01000000000,نشاط شبحي ناقص تماماً (بلا هاتف وبلا صور حقيقية),29.985379,31.0978842,"https://www.google.com/maps?q=29.985379,31.0978842"
