id,name,category,phone,lat,lng,google_maps_link,reason_for_removal,kept_original_id
biz_atlas_1789777153406_rukj3,أدارة منافذ المركزية جهاز مستقبل مصر,نشاط تجاري وخدمي,01000000000,29.9793832,31.1162924,"https://www.google.com/maps?q=29.9793832,31.1162924",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777499735_v1yxp],biz_atlas_1789777499735_v1yxp
biz_atlas_1789777025271_wt1nw,Arab Bank Misr Language Schools ATM - صراف آلي مدرسة مصر للغات,مدارس وحضانات ومراكز تعليمية,02 21294800,29.9808307,31.120141,"https://www.google.com/maps?q=29.9808307,31.120141",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777499607_rdvg7],biz_atlas_1789777499607_rdvg7
biz_atlas_1789777467340_i9ywg,Master Exspress,كافيهات ومقاهي ومشروبات,01000000000,29.980189,31.1161789,"https://www.google.com/maps?q=29.980189,31.1161789",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777499351_piw6d],biz_atlas_1789777499351_piw6d
biz_atlas_1789777231177_qo089,Master Exspress,كافيهات ومقاهي ومشروبات,01000000000,29.980189,31.1161789,"https://www.google.com/maps?q=29.980189,31.1161789",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777499351_piw6d],biz_atlas_1789777499351_piw6d
biz_atlas_1789777198755_nejzj,Master Exspress,كافيهات ومقاهي ومشروبات,01000000000,29.980189,31.1161789,"https://www.google.com/maps?q=29.980189,31.1161789",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777499351_piw6d],biz_atlas_1789777499351_piw6d
biz_atlas_1789777152967_5wi8v,Master Exspress,كافيهات ومقاهي ومشروبات,01000000000,29.980189,31.1161789,"https://www.google.com/maps?q=29.980189,31.1161789",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777499351_piw6d],biz_atlas_1789777499351_piw6d
biz_atlas_1789776055243_m3y4w,Master Exspress,كافيهات ومقاهي ومشروبات,01000000000,29.980189,31.1161789,"https://www.google.com/maps?q=29.980189,31.1161789",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777499351_piw6d],biz_atlas_1789777499351_piw6d
biz_atlas_1789777466936_zc326,MLS British Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9798181,31.1181324,"https://www.google.com/maps?q=29.9798181,31.1181324",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498839_w08ma],biz_atlas_1789777498839_w08ma
biz_atlas_1789777231370_zug0o,MLS British Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9798181,31.1181324,"https://www.google.com/maps?q=29.9798181,31.1181324",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498839_w08ma],biz_atlas_1789777498839_w08ma
biz_atlas_1789777198493_92wbp,MLS British Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9798181,31.1181324,"https://www.google.com/maps?q=29.9798181,31.1181324",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498839_w08ma],biz_atlas_1789777498839_w08ma
biz_atlas_1789777153708_vtj5d,MLS British Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9798181,31.1181324,"https://www.google.com/maps?q=29.9798181,31.1181324",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498839_w08ma],biz_atlas_1789777498839_w08ma
biz_atlas_1789777114611_8ah08,MLS British Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9798181,31.1181324,"https://www.google.com/maps?q=29.9798181,31.1181324",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498839_w08ma],biz_atlas_1789777498839_w08ma
biz_atlas_1789777073456_gbhek,MLS British Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9798181,31.1181324,"https://www.google.com/maps?q=29.9798181,31.1181324",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498839_w08ma],biz_atlas_1789777498839_w08ma
biz_atlas_1789777025894_mqf3k,MLS British Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9798181,31.1181324,"https://www.google.com/maps?q=29.9798181,31.1181324",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498839_w08ma],biz_atlas_1789777498839_w08ma
biz_atlas_1789776054837_l444j,MLS British Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9798181,31.1181324,"https://www.google.com/maps?q=29.9798181,31.1181324",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498839_w08ma],biz_atlas_1789777498839_w08ma
biz_atlas_1789775936326_cv2lm,The King Khufu Center,نشاط تجاري وخدمي,012 85467038,29.9782991,31.1242957,"https://www.google.com/maps?q=29.9782991,31.1242957",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498605_yp18i],biz_atlas_1789777498605_yp18i
biz_atlas_1789777461440_zhpak,Mulliri The Coffee Company,كافيهات ومقاهي ومشروبات,01000000000,29.9762068,31.1249378,"https://www.google.com/maps?q=29.9762068,31.1249378",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498479_uw9bc],biz_atlas_1789777498479_uw9bc
biz_atlas_1789777466250_1y2tc,MLS Lycée Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9806317,31.120313,"https://www.google.com/maps?q=29.9806317,31.120313",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498370_40wri],biz_atlas_1789777498370_40wri
biz_atlas_1789777198204_osuw9,MLS Lycée Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9806317,31.120313,"https://www.google.com/maps?q=29.9806317,31.120313",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498370_40wri],biz_atlas_1789777498370_40wri
biz_atlas_1789777152355_i5tlq,MLS Lycée Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9806317,31.120313,"https://www.google.com/maps?q=29.9806317,31.120313",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498370_40wri],biz_atlas_1789777498370_40wri
biz_atlas_1789777113401_skxy7,MLS Lycée Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9806317,31.120313,"https://www.google.com/maps?q=29.9806317,31.120313",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498370_40wri],biz_atlas_1789777498370_40wri
biz_atlas_1789777072138_ft8cl,MLS Lycée Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9806317,31.120313,"https://www.google.com/maps?q=29.9806317,31.120313",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498370_40wri],biz_atlas_1789777498370_40wri
biz_atlas_1789777023887_j9b9d,MLS Lycée Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9806317,31.120313,"https://www.google.com/maps?q=29.9806317,31.120313",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498370_40wri],biz_atlas_1789777498370_40wri
biz_atlas_1789776054500_k174k,MLS Lycée Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9806317,31.120313,"https://www.google.com/maps?q=29.9806317,31.120313",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498370_40wri],biz_atlas_1789777498370_40wri
biz_atlas_1789775966786_yo8ht,MLS Lycée Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9806317,31.120313,"https://www.google.com/maps?q=29.9806317,31.120313",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498370_40wri],biz_atlas_1789777498370_40wri
biz_atlas_1789775935253_se2kx,MLS Lycée Campus,مدارس وحضانات ومراكز تعليمية,01000000000,29.9806317,31.120313,"https://www.google.com/maps?q=29.9806317,31.120313",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777498370_40wri],biz_atlas_1789777498370_40wri
biz_atlas_1789777371593_r47ik,موقف حدائق الاهرام,نشاط تجاري وخدمي,01000000000,29.9810546,31.112738,"https://www.google.com/maps?q=29.9810546,31.112738",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496881_tiehl],biz_atlas_1789777496881_tiehl
biz_atlas_1789777275651_piumj,موقف حدائق الاهرام,نشاط تجاري وخدمي,01000000000,29.9810546,31.112738,"https://www.google.com/maps?q=29.9810546,31.112738",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496881_tiehl],biz_atlas_1789777496881_tiehl
biz_atlas_1789777197171_c74w8,موقف حدائق الاهرام,نشاط تجاري وخدمي,01000000000,29.9810546,31.112738,"https://www.google.com/maps?q=29.9810546,31.112738",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496881_tiehl],biz_atlas_1789777496881_tiehl
biz_atlas_1789777152554_7c9e6,موقف حدائق الاهرام,نشاط تجاري وخدمي,01000000000,29.9810546,31.112738,"https://www.google.com/maps?q=29.9810546,31.112738",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496881_tiehl],biz_atlas_1789777496881_tiehl
biz_atlas_1789777367007_pih9o,هضبه الاهرام,مدارس وحضانات ومراكز تعليمية,01000000000,29.9775802,31.1119513,"https://www.google.com/maps?q=29.9775802,31.1119513",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496667_oa675],biz_atlas_1789777496667_oa675
biz_atlas_1789777270945_318th,هضبه الاهرام,مدارس وحضانات ومراكز تعليمية,01000000000,29.9775802,31.1119513,"https://www.google.com/maps?q=29.9775802,31.1119513",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496667_oa675],biz_atlas_1789777496667_oa675
biz_atlas_1789777230054_3b78i,هضبه الاهرام,مدارس وحضانات ومراكز تعليمية,01000000000,29.9775802,31.1119513,"https://www.google.com/maps?q=29.9775802,31.1119513",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496667_oa675],biz_atlas_1789777496667_oa675
biz_atlas_1789777196424_0v6uk,هضبه الاهرام,مدارس وحضانات ومراكز تعليمية,01000000000,29.9775802,31.1119513,"https://www.google.com/maps?q=29.9775802,31.1119513",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496667_oa675],biz_atlas_1789777496667_oa675
biz_atlas_1789776110264_z3vpr,هضبه الاهرام,مدارس وحضانات ومراكز تعليمية,01000000000,29.9775802,31.1119513,"https://www.google.com/maps?q=29.9775802,31.1119513",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496667_oa675],biz_atlas_1789777496667_oa675
biz_atlas_1789776076012_qpz50,هضبه الاهرام,مدارس وحضانات ومراكز تعليمية,01000000000,29.9775802,31.1119513,"https://www.google.com/maps?q=29.9775802,31.1119513",نسخة مكررة (نفس Google Place ID) - تم الإبقاء على الأصلية [biz_atlas_1789777496667_oa675],biz_atlas_1789777496667_oa675
